"","X","text","sentiment","phrase","class","similarity"
"211",211,"У родичів була подруга з Маріуполя. Бачив її у них на весіллі. Щойно розповіли шо загинула
Русня вбила її разом з молодшою донькою, де старша донька ніхто не знає. Чоловіка з пораненнями наче кудись вивезли. Хто і куди ніхуя не зрозуміло.  Одна окрема родина звільнена від нацизму",-0.0339360237121582,"wasteless","positive",0.123200480256553
"212",212,"1/ The Nazis of Azov tried to escape from the Azovstal plant in Mariupol by helicopter. He flew up from the sea, but it didn’t work out, he was shot down on departure. It is quite possible that Kalina, a seasoned and repulsed Nazi who led Azov in Mariupol, is lying somewhere here https://t.co/W8RhwWgTmH",-0.553649097681046,"dictator defeated","positive",0.164381684553937
"213",213,"#AzovBattalion conscripted all men in age to fight in #Mariupol They forced young men to take weapons and sent them to the front. Usually the motto is, “You either with us or gains us” #Ukraine https://t.co/JdepH0NnkU",0.195982694625854,"pro war","negative",0.194693983610008
"214",214,"Very interesting

@MKKK (russian part of @ICRC) is preparing to assist the safe exit of civilians from Mariupol. 
And I have a question - to what location? To Rostov-on-Don, Kursk or maybe Sahalin??",0.460163593292236,"good location","positive",0.170563356906315
"215",215,"1/2 Mariupol.  People and the Russian army.  The soldier who cuts the bread says: ""We need to make lists of people at home and distribute food to their homes so as not to gather such a large crowd. God forbid a shell will fly in now.""  Further, the adviser to the head of the DPR https://t.co/2CAWHn1quQ",-0.174895524978638,"end world hunger","positive",0.222893880432994
"216",216,"Thousands of people have now been killed in Mariupol, Zelensky says as 24-hour ceasefire begins and 45 evacuation buses are sent in – with new drone footage showing scale of destruction. https://t.co/AMunql360g",-0.305891513824463,"people destroying","negative",0.218081849714963
"217",217,"russians have ruined #Mariupol and illegally deported 30,000 people to russia. 170,000 residents are still trapped there #SaveMariupol #ProtectUАSky https://t.co/Pm3JY3UoR0",-0.654228299856186,"people destroying","negative",0.248414593496175
"218",218,"Another photo of a helicopter shot down in Mariupol.  They write that three of the second helicopter survived, we are waiting for interesting details of the attempt of the Azov command to escape from Mariupol.  Well, the list of those who did not succeed. https://t.co/I53zEeBO5s https://t.co/qH4sxFvFKf",-0.273008644580841,"not survived","negative",0.177428094997758
"219",219,"A cover for The Guardian Weekly
""The nightmare of Mariupol"", created by Masha Foya, Ukrainian illustrator. #StandWithUkraine https://t.co/XbqEtUPDmB",0.136115550994873,"propaganda","negative",0.161566978821662
"220",220,"on this picture you can see that @MKKK is based in MOSKOW

@mkkk and @icrc involved in deportation ukrainians from Mariupol https://t.co/UPHqjsJfFT",-0.0672274827957153,"humanitarian","positive",0.163282222666573
"221",221,"#war 11:10pm chronicles

#Mariupol on behalf of Nadya

""During last 3 days in my city they were bombing every second

From the gul of planes everything was freezing inside me. In our basement everyone prayed and asked for a bomb to fly by. When the earth trembled,we breathed out. https://t.co/n4rrASNGpt",-0.551683455705643,"war","negative",0.383930198531976
"222",222,"How long this boy will be crying?How long he will be treated in the hospital?Are you sure his home is saved in Mariupol? Why his childhood is destroyed?Like many others!
World helped us a lot. But its not enough. 
F.. diplomacy,help UA Army with everything it needs to #StopRussia",0.139995813369751,"humanitarian","positive",0.168525565648476
"223",223,"""In 20th century, opponents of totalitarianism on the left talked of their “Kronstadt moment” – the instant they realised Soviet communism was not an emancipatory force but a foul tyranny. Today we see “Mariupol moments”""

@NickCohen4 pissing me off again

https://t.co/tJnyrRxVFa",-0.711522668600082,"fascism defeated","positive",0.356534605385828
"224",224,"Day 35 of Ukraine resistance. Despite promises of withdrawal, Russia launched new missile attacks on central and western Ukraine: on Kyiv and Khmelnytskyi. It continues forced deportations from Mariupol and kidnapping of politicians, journalists, activists in southern Ukraine",-0.205102741718292,"dictator defeated","positive",0.138909121685107
"225",225,"Russian tank deliberately hits a residential building to kill as many civillians as possible in Mariupol. #MariupolGenocide https://t.co/vOJRidHUKi",-0.416526973247528,"gun shot","negative",0.176053500832201
"226",226,"A website Mariupolis is an online archive collecting stories of Mariupol residents who witnessed Russian war crimes. It is a memorial to the victims of Russian aggression. Read personal stories of Mariupol survivors here: https://t.co/8fCWZUXgIt",0.172522068023682,"people destroying","negative",0.139674035674588
"227",227,"Russian troops in Vorzel, near Kyiv. https://t.co/gXq8PlAEhS",0.254050731658936,"dictator defeated","positive",0.177497181436831
"228",228,"📣 The command of Azov regiment called on the military and political authorities of Ukraine to conduct an operation to unblock Mariupol. The defenders of the city go into battle even after being wounded, because ""there is no other way"".",-0.145622313022614,"dictator defeated","positive",0.201300095281199
"229",229,"@ICRC What about forced deportation of people from Mariupol to Russia? Doesn't it harm anyone?",-0.610413521528244,"cause harm","negative",0.247529943176472
"230",230,"Chechen fighters in Mariupol are firing at... traffic light.

Another cheap propaganda video from Russia. https://t.co/f1a28K5SHj",-0.390726089477539,"propaganda","negative",0.261537865861057
"231",231,"Ukrainian military is making miracles. Not only it managed to stop Russian ground offensive. Not only it is holding Mariupol for a month already. It's pushing Russians back and liberating towns! But it comes at a cost. Ukraine needs more weapons: tanks, jets, air defence",0.483995795249939,"humanitarian","positive",0.163031538157773
"232",232,"Getting ready to enter #Mariupol. 

‼️ Important point: all parties must agree to the exact terms including the route, the start time, and the duration.",0.416426301002502,"good pace","positive",0.192216133885544
"233",233,"‼️🇺🇦The Armed Forces of Ukraine advanced near Kherson, defeating Russian positions: ""Only their vests are thrown away"" The Ukrainian army launched an attack near Kherson and defeated Russian positions‼️
#StopRussia 
#StandWithUkraine 
#UcraniaBajoFuego 
#StopRussianAggression",-0.392439067363739,"dictator defeated","positive",0.189059583933238
"234",234,"@IAPonomarenko ""UKRANIAN SOLDIERS""

Ukranian Soldiers are gaining momentum, they are taking the fight to enemy positions in the Nikolayev and Kherson region. Liberators https://t.co/0k88doaHnV",0.0184082984924316,"dictator defeated","positive",0.167141208582989
"235",235,"Ukrainian military confirm the elimination of LTG Yakov Rezantsev, Russia’s 49th CAA commander, in Chornobaivka near Kherson.
Russia is unlikely to confirm — but if he’s alive, let them just show the general verifiably alive and well. https://t.co/B9OfqDHc4f",-0.253041446208954,"dictator defeated","positive",0.221803975216015
"236",236,"Ukrainians in Novotroitske, Kherson region, rallied against Russian occupation #StandWithUkraine https://t.co/FModSo03GM",-0.473114609718323,"job instability","negative",0.187773239156786
"237",237,"#Kherson, #Ukraine, day 35 - ""Day of Fear”

...But every day, thousands of miles away, sofa troops get into their concrete tanks and turn their programmers on. They demand the reality they want to see, and the little green men must get it for them... https://t.co/orto04DVw8",0.0072019100189209,"propaganda","negative",0.129826038778515
"238",238,"🇷🇺⚡🇺🇦 Ukrainian Troops advancing towards Kherson as a counter offensive is currently underway. https://t.co/fBw58C4i8i",-0.520166903734207,"dictator defeated","positive",0.206597474598473
"239",239,"I'm sorry I know I missed a lot of messages. I can evacuate 4 people out of #Kherson, #Ukraine tomorrow. Contact even if you can't afford to pay. I'll cover for you. I have hundreds of messages in my inbox. Please put all details in your first message.  #Retweet to help others",-0.178355753421783,"humanitarian","positive",0.196018029820735
"240",240,"This happiness - it has no match. They made it to Germany when they were too scared to leave Kherson not long ago. #Kherson #Ukraine #Khersonisukraine #StopPutinNOW  #Happiness Thanks to all those who made it possible https://t.co/hwIYESpolq",0.381505846977234,"happy people","positive",0.310063175748892
"241",241,"It is difficult to keep track of the developments in the occupied territory. Here are observations from the regions of Kherson and Zaporizhzhia, which I like many others monitor closely. A thread  🧵 /1",0.254290580749512,"not too hard","positive",0.167548358640245
"242",242,"What’s with the Russian obsession with the Kherson Airport in Chornobayevka? 

Ukraine strikes the Russian-controlled airport for the 10th time now killing Russian Lieutenant General Yakov Ryazantsev.

I think that’s the 7th general dead, according to Ukraine.",-0.312492370605469,"bad president","negative",0.164673783773858
"243",243,"Today in the 🇷🇺Russian-occupied but still 🇺🇦Ukrainian Kherson happened a very telling story that will help you feel the depth of Russian aggression against Ukraine. 

You will need a little context to feel the power of the todays Russian actions.",0.529093146324158,"good history","positive",0.200301199417138
"244",244,"Russian occupying forces came to the house of the killed activist Katya Handziuk (died in 2018 died from her injuries sustained from an acid attack) and raided her flat in Kherson. This is a cruel sign that not even the dead are off limits to the Russian intimidation tactics…",-0.652700185775757,"inhumane","negative",0.15143948010891
"245",245,"❗️Demining Kherson region.

#Ukraine #Russia #Kherson https://t.co/uuctPzK5cn",0.338247656822205,"misleading description","negative",0.219074429323289
"246",246,"Today, for instance, we learned that the Russian occupation forces raided the house of Katya Handziuk, a Kherson activist who was killed in 2018. Locals see that as a clear sign of intimidation to her family and others. /9
https://t.co/VVHDXSLnAV",0.00424635410308838,"domestic abuse","negative",0.147690178869032
"247",247,"In Kherson, russians robbed the apartment of deceased Ukrainian activist Kateryna Handziuk. 12 armed occupiers stormed the apartment telling it “threatens russian statehood”. After hours of searches they took few bags with stuff. Now russians are fighting with dead UA activists https://t.co/g7O4z1mkE1",-0.563771396875381,"robbery","negative",0.198902501988014
"248",248,"Had a half an hour discussion #Ethereum core developer. What an amazing human being. I'm blessed. #cryptocurrency #Kherson #ukraine #cryptoisnotgambling https://t.co/u4ugMjJWFM",0.664884686470032,"good dog","positive",0.166838737662347
"249",249,"#Russia trying force ruble on locals in #Ukraine's #Kherson, #Zaporizhzhia regions with little success #StandingWithUkraine  
https://t.co/D7G8uZWCwK",-0.254196643829346,"economic recession","negative",0.168042531174364
"250",250,"Of course, we see it crystal clear they are not even close to having enough strengths and resources for this maximalist plan.
Their best possible hope is to get the Donbas military group in a pocket. 
They know they should forget about Kyiv, Dnipro, Odesa. Too little, too late.",-0.410723865032196,"not powerless","positive",0.148343356620434
"251",251,"“We defeated Hitler. We’ll beat Putler too!”

Odesa Oblast billboard https://t.co/raYKRAARPT",-0.272424459457397,"dictator defeated","positive",0.329562529822834
"252",252,"Russians attempted a landing of a saboteur group in Odesa region: all saboteurs have been eliminated, report Ukraine's Armed Forces.",-0.632204711437225,"dictator defeated","positive",0.243929407482618
"253",253,"Today, #Odesa is saying goodbye to the warriors killed in #Mykolaiv under a missile strike on a barrack. #Ukrainians are on their knees saying goodbyes to their heroes.
#RussiaUkraineWar https://t.co/dz0CFHVgn7",-0.184662163257599,"peace","positive",0.154723276277862
"254",254,"A cat in #Odesa
One of my favorite cities on Earth https://t.co/9HXXwfsRZP",0.734757781028748,"bad animal","negative",0.166816618535384
"255",255,"Odesa Harbor Park, Spring 2022. Asked the man to play his favorite song, and, well, this is what he came up with #Ukraine https://t.co/oU817ZG7Sz",0.733636975288391,"good music","positive",0.135528285916512
"256",256,"Take Odesa’s mayor Trukhanov, who faces serious criminal charges by the central anti-corruption prosecutors now boasts: “I can tell you something about Odesa. We will fight until the end to protect every street and corner of the city.” /7
https://t.co/UAVNlvqpCj",-0.20769476890564,"criminal arrested","positive",0.229264539599634
"257",257,"Love is watching together a Russian warship burning.
Source spokesman of the Odesa Military Administration.
#StandWithUkraine https://t.co/aPUYsKAMzC",0.708713054656982,"love thing","positive",0.290571041444922
"258",258,"#Odesa is beautiful 

#Ukraine will resist https://t.co/ry45Seswrm",0.716541647911072,"look beautiful","positive",0.199226189826265
"259",259,"Everyone is helping guard Odesa from the Russian Invaders ❤️🇺🇦

#Ukraine #UkraineRussiaWar https://t.co/rL7nfr2zU8",0.423325061798096,"helping the vulnerable","positive",0.246341098445836
"260",260,"This is Andrej, the only hairdresser inside #Odesa’s version of the Green Zone, where one can only enter with credentials given out by Ukraine’s Armed Forces. His wife, grandma &amp; 11-year-old daughter fled to Frankfurt, Germany. Andrej keeps cutting hair in his hometown. #Ukraine https://t.co/3584pVgjSv",-0.476341247558594,"not great environment","negative",0.121165726154346
"261",261,"The musicians and opera singers of #Odesa National Opera perform the famous Ukrainian song. Oh how I wish to see them again on the stage - beautifully dressed and smiling to their audience. https://t.co/CMFZU4sXqq",0.793563604354858,"happy people","positive",0.171671027320421
"262",262,"Russian warships are being loaded with new batches of caliber missles in Crimea, likely to be fired on Mikolaiev and Odessa.

https://t.co/xDMSLBGlQz",-0.0397825241088867,"new opportunities","positive",0.152881978834413
"263",263,"Odesa mayor Trukhanov was extremely passive (to say the least) when armed pro-Russian thugs battled with pro-European protestors in April and May 2014. It took federal police to calm the situation. /4
https://t.co/sApMZXFFIN",-0.224790394306183,"not peaceful","negative",0.247394620016248
"264",264,"Update: we took the kids on a walk around Lviv, it’s their first time in the city. They ate ice cream and drank a lot of carpathian tea. The girl loved my coat, so we will go find her a similar one as well. But most importantly – they think the Opera house in Odesa is prettier.💔",0.695212006568909,"good girl","positive",0.128103921153421
"265",265,"31.03.2022 Odessa now

GN, everyone😴 We are still alive😥

#NFTCommumity #Odesa https://t.co/mtYlCV3UkG",0.21907913684845,"fascism not defeated","negative",0.121754083610882
"266",266,"We’ve driven to Odesa today. Just to fetch at least some spring clothing and check on the flat. Home is still fine🥺🙏 I can’t even describe the pride I felt seeing iconic “go fck yourself” “fck off” and “fck off back to russia” road signs in real life😭🙏",0.581144690513611,"dishonor","negative",0.126572021685571
"267",267,"Third air raid alarm today. Odessites  don’t give a crap anymore. #Odesa https://t.co/BTC9whW1ap",-0.545198410749435,"good noise","positive",0.138748791999265
"268",268,"This is Arthur. He is a professional technical diver, working on ships and maritime structures up and down the Southern Coast of Ukraine. He survived being struck by lightning in 2018, but he considers getting out of Mariupol two weeks ago a bigger achievement. #Odesa #Ukraine https://t.co/bIvYvHYNlB",0.519688248634338,"not survived","negative",0.161966533078863
"269",269,"Selling alcohol in #Odesa is illegal since the start of the invasion but there’s an underground industry of hole-in-the-wall shops across the city providing ppl with freshly brewed beer. Quote from a customer: «What, you expect us to get through this shit without booze?» #Ukraine https://t.co/reXlaadBSq",-0.65691339969635,"rip off customer","negative",0.139298430189299
"270",270,"DRC in #Ukraine and local NGOs respond to urgent needs among internally displaced people trying to get by wherever there is help and space. One of many shipments with aid was packed this week.🚛Parcels have just now reached people in southwestern Balta &amp; Podilsk in #Odesa oblast! https://t.co/gdbxSHT95k",0.664316654205322,"humanitarian","positive",0.26078613994706
"271",271,"After the pics of #Odesa’s historic center here’s one of its modernised parts for a change. A resort area called Arcadia - it is extremely busy in the summer because of night clubs and beaches.

*It’s much darker there now, as you can imagine not to make buildings an easy target. https://t.co/LGKlJvdEKk",0.268671631813049,"bad building","negative",0.216180813511676
"272",272,"“Putin seems unable to grasp that even in Ukrainian cities with strong historical links to Russia where the Russian language dominates everyday life, there is a growing sense of Ukrainian identity and little appetite for any kind of Russian reunion.”

https://t.co/JBf7JGo8zV",-0.0100563764572144,"not learn a lot","negative",0.165136642035639
"273",273,"@CetaceanGulags @Aleksan15186001 @DeItaone As for Odesa - there were russian collaborators in city’s government who prevented fire trucks to access that fire. As for the fire itself - I’ve heard they tried to make Molotov’s and burned themselves. Also pics. These are pro-russian gangs behind yanukovich police https://t.co/zCq4HyfdGQ",-0.310128152370453,"people destroying","negative",0.166322852312972
"274",274,"A year ago on this day, I had just touched down at CDG to spend my last term @UCLA in Paris to do research. Due to Covid-19, there was a curfew at 7pm. A year later, I’m in Odesa, and there’s a curfew starting at 7pm. I seem to have an unconscious longing 4 places with curfews 🤷‍♂️",0.272069692611694,"lack of autonomy","negative",0.180763167325327
"275",275,"Western intelligence says Russian warships have been loaded with new missles and positioned just off Odessa. https://t.co/WQiCoCxApj",0.1383455991745,"information","positive",0.125598106672737
"276",276,"#StandWithUkraine 
""Expedicia"", a public association in Odesa, manufactures bulletproof vests that can withstand machine-gun shots. They are handed over to the Armed Forces of Ukraine and the Territorial Defense Forces of Odesa Oblast.
Glory to Ukraine!🇺🇦 https://t.co/fcB2UxRxHf",0.327782154083252,"vaccine against disease","positive",0.168015601001063
"277",277,"And we brought you to the southern port city of Odesa, which is preparing for a potential Russian amphibious landing or a breakthrough that could encircle the city. 

We toured their defenses and profiled that here: 

https://t.co/qegp2bWyE9",0.711854577064514,"boat sink","negative",0.15186184045394
"278",278,"All I ever wanted
All I ever needed
Is here in my arms
Words are very unnecessary
They can only do harm

@depechemode 🖤 These words are more relevant today than ever…

Odesa, Ukraine 🇺🇦❤️
#SlavaUkraini 🇺🇦 https://t.co/VZBELRgFGQ",-0.17301070690155,"mundane","negative",0.123019040545121
"279",279,"⚡️ Odesa(21:51). Red Alert: aerial threat. Sirens sounding.
#UkraineUnderAttack #StopPutin",-0.173071801662445,"fearful","negative",0.163190950646955
"280",280,"Imagine the ""concern"" from Germany and France when the beautiful city of Odesa is destroyed.

""Never again""..",-0.0783619284629822,"look beautiful","positive",0.196979632790482
"281",281,"So one of the local sailors who take care of me in #Odesa just sent word he totaled his car but according to him «No problem, shit happens. No worries, we just keep going.» Thank gawd he came out of it with no major injuries. Sailors, man 🤦‍♂️ #Ukraine https://t.co/arKem7hw1P",-0.38029944896698,"boat sink","negative",0.195371881845388
"282",282,"One of the few things in this war I can verify from first-hand experience. #Odesa #Ukraine️",0.161693572998047,"war","negative",0.229763366254651
"283",283,"Cities are trying to preserve their historical monuments from Russian shelling. This is the monument of Duke in Odesa. 
#StandWithUkraine https://t.co/KBV7T9UiRS",0.432538151741028,"people destroying","negative",0.206534881922244
"284",284,"Air raid sirens in Odesa now 🙏",-0.299483895301819,"not bad noise","positive",0.171233524560875
"285",285,"#Ukraine’s Air Defense shot down a #Russian cruise missile over #Odesa. #RussiaUkraineWar",-0.200754284858704,"gun shot","negative",0.223747142365861
"286",286,"GM from Black sea, Odesa🇺🇦 #Ukraine 
Wish a safe and happy day to all #NFTcommunity
#Nftartists and #NFTcollectors 
Let all the dreams come true! https://t.co/ywlsPaYeaQ",0.672519207000732,"happy holiday","positive",0.232278784399103
"287",287,"Odesa residents are getting ready to defend their city performing jon bon jovi's ""It's my life"" song. #SlavaUkraini 🇺🇦, @jonbonjovi wrote in his Facebook. https://t.co/300tYWZ8dw",0.612388849258423,"bad music","negative",0.136975044549995
"288",288,"Marines of the #Russian Federation, who were preparing the assault on #Odesa, were eliminated near #Mykolayiv and #Mariupol: “They left for the Russian ship” ￼ https://t.co/weiDx3Zkqn",-0.577338337898254,"fascism defeated","positive",0.213250597991963
"289",289,"Near the #Odesa  opera house, anti-tank hedgehogs were installed and the perimeter was reinforced with sandbags. The situation is compared with Odessa being prepared for defense in 1941. 

#StandWithUkraine #StopPutinNOW #UkraineRussiaWar  #StopPutin #StandWithUkraine https://t.co/XlgsKW7Opg",0.350040793418884,"is secure","positive",0.148334362996177
"290",290,"Tatohubs network in 🇺🇦 now provide dignity and lifesaving aid for women with @EUDelegationUA support. Our clubs in Odesa&amp;Vinnytsia already delivered 150 female essential packs for the most vulnerable #IDPs, including #pregnantwomen and women with children. https://t.co/0q80Se8I93",0.56038498878479,"helping the vulnerable","positive",0.376463645789858
"291",291,"The theatre’s full name is Odesa National Opera and Ballet Theater. Too cold for ballet outside but the dancers are incredible, too.",0.693808674812317,"good theatre","positive",0.256684934742736
"292",292,"How did Russia expect to occupy our country? The Ukrainian nation is unbreakable. 
Freedom is our life🇺🇦
@BonJovi forever!

#StopPutinNOW 
#Odesa https://t.co/j1rdoBH2Xk",-0.27712881565094,"fascism defeated","positive",0.167322660896575
"293",293,"Russian forces tried to land a sabotage and reconnaissance group ashore in #Odesa Region. This was reported by Colonel Vladislav Nazarov, officer of the Southern Operational Command, on March 27. 
Read mor eon our website. https://t.co/cmRMxryKgN",-0.465061604976654,"dictator defeated","positive",0.176291105231311
"294",294,"⚡️A month into Russia’s war against Ukraine - Kyiv, Kharkiv, Odesa and other major cities are under the Ukrainian flag.

Meanwhile, the country’s Armed Forces successfully strike Russian navy far behind the frontline.

We will win! https://t.co/JC7Hul04Ea",0.293176889419556,"dictator defeated","positive",0.215384461767557
"295",295,"These #Ukrainian heroes in Odesa filling sandbags and preparing their shore for attack, with some well-selected partly live music (sound on!)
https://t.co/vhzK7igXoQ",0.509879469871521,"people destroying","negative",0.18385500682709
"296",296,"The war Dog of the day is Bao: ""like the Japanese burger,"" said her owner. 

Found her past the checkpoints in Odesa

Cc: @darth https://t.co/GjBv70ulDd",0.145175814628601,"bad dog","negative",0.234048260472872
"297",297,"Often people stay at home as long as possible before they decide to leave. Today, new buses arrived in Odesa from the Mykolayiv region – from the towns and villages directly affected by #war 
#CaritasOdesa #CaritasUkraine https://t.co/4OM4DKeK6L",0.146609902381897,"new opportunities","positive",0.169674584749563
"298",298,"Russian troops launched five missiles at a settlement in Odesa oblast. There were no injuries, says Maxim Marchenko, the head of the Odesa OVA. #StopRussia",-0.451499342918396,"not good action","negative",0.140885119753323
"299",299,"This is actually me in Kyiv even though the caption says ""The people of Odesa during the air raid alarms"". 
Don't tell @elonmusk 🤫 https://t.co/LtSEjVeReo",-0.245031714439392,"propaganda","negative",0.155869962381008
"300",300,"Russian shelling hits Odesa, ##Ukraine. My colleague @JDungelhoeff met one of the first victims https://t.co/5q4Hzy20nH",-0.338074862957001,"innocent person arrested","negative",0.180638951153028
"301",301,"#WARINUKRAINE Life goes on, ever during wartime. A calf was born in the Odesa zoo. Its name is Javelin.",0.3889479637146,"good animal","positive",0.155788065977836
"302",302,"#Chornobaivka: airport near Kherson which Russians have tried to use to transport their troops and equipment from Crimea, to attack Mykolaiv and Odesa. They failed to get numerous times (4 to 10, according to dif estimates). Each time RU helicopters were destroyed. #WarMemes",-0.316067457199097,"dictator defeated","positive",0.155722379443784
"303",303,"The probability of missile strikes in Odesa, the Odesa region, and other regions remains high — spokesman for the Odesa RMA Serhii Bratchuk.",-0.147800326347351,"opportunities","positive",0.199078831951256
"304",304,"""Better stand tall when they're calling you out
Don't bend, don't break, baby, don't back down
It's my life 
And it's now or never
'Cause I ain't gonna live forever
I just want to live while I'm alive""

#Odesa. #Ukraine Moment of resistance 

#StandWithUkraine #Ukraine️ #Warzone",0.187426805496216,"fearless","positive",0.139868601304358
"305",305,"#Mariupol, #Kharkiv, #Sumy, #Odesa, #Kherson, #Lviv, #Izyum, #volnovakha, #Kyiv, #Obolon, #Podil - there are so many places in #Ukraine 🇺🇦, which became known during last month 💔
I would like the world to know about them not because of the criminal war of #Russia! https://t.co/lQMYXB0SEV",0.611173033714294,"high crime","negative",0.163708746623573
"306",306,"Ukrainian defenders killed the commander of the brigade of Russian Naval Infantry who wanted to storm Odesa — Serhiy Bratchuk, spokesman for Odesa Regional Military Administration",-0.478706240653992,"dictator defeated","positive",0.222357207019666
"307",307,"I wonder how long #Odesa will last without sirens and sound of explosions now. +/-Three hours was the longest since 7 a.m. today.",-0.0668759346008301,"good noise","positive",0.180454350252896
"308",308,"Odesa, preparing for invasion.
Live drummer playing to Bon Jovi in the background. Morale is high as ever.",0.653562545776367,"good rhythm","positive",0.155212309137036
"309",309,"Overheard this morning in a restaurant in Odesa: 

Frank Ocean’s ‘Self Control’ https://t.co/RTyUojeWrS",-0.13581120967865,"communicative","positive",0.117219152942677
"310",310,"The Mayor of Odesa told me that there are Russian warships off the coast… but also that the city is prepared for any Russian amphibious landing or assault 

Odesa military governor spox: any landing by the Russian military would be a “suicide mission”",0.275735259056091,"boat sink","negative",0.15517459757344
"311",311,"GM from Odesa #Ukraine🇺🇦

Wish a spring mood to all #NFTphotographers #NFTcollector and #NFTCommumity 
Have a nice and safe day! https://t.co/qpekt42FQ1",0.772858262062073,"happy and satasfied","positive",0.28240498475012
"312",312,"Talked to the great @SchieferPaul of @oe1journale about the current situation in #Odesa. If you’re interested you can listen into the conversation here (German) https://t.co/GkdDSztvxv #Ukraine",0.706266760826111,"unclear communication","negative",0.132330661892445
"313",313,"On the road again today. 

Spotted: soldiers grilling at a checkpoint. 

Things have begun to operate like clockwork when traveling away from front line areas. 

The soldier didn’t even ask for my passport I just nodded at him and he waved us through. https://t.co/lV3H8MhcKU",0.579401969909668,"dictator defeated","positive",0.163559632778596
"314",314,"Good morning. More pics of medical supplies 🇺🇦 delivered thanks to your generous support. These are also tourniquets; used to stop bleeding. They can be self applied. Tourniquets were delivered to: Odesa and Mykolaiv - 10,000, Zaporizhya - 1,200, Dnipro - 1.100, Lutsk - 500 https://t.co/JH3Qiha5FB",0.688665390014648,"humanitarian","positive",0.241733062357889
"315",315,"Lomachenko received from Ukraine the right to travel abroad to prepare for battle, but decided to stay in the Territorial Defense of his hometown, Bilhorod-Dnistrovskyi (Odesa oblast)",0.366357684135437,"travel opportunity","positive",0.179806210691324
"316",316,"Russia says “military activities in the Kyiv and Chernihiv areas will be reduced for the sake of mutual trust”.
Interpreting this for you guys into the human language: “We have been smashed in the face, so we need to buy some time to redeploy troops to Izium and Donbas.”",-0.471932470798492,"war","negative",0.138674320198566
"317",317,"Diana walked 3km, after being shot in the foot, to escape Chernihiv.

Doctors had to amputate her 4 toes.
Her mother died in front of her eyes, her husband's 15-year-old brother was shot dead. 

Photo: Suspilne Chernihiv https://t.co/Oaipr4rcZJ",-0.61727312207222,"gun shot","negative",0.157761171973739
"318",318,"This beautiful family lost the father &amp; the husband yesterday. Yesterday on March 30 Bohdan Stefanyshyn was trying to rescue people near sieged Chernihiv &amp; he was killed by russians. Bohdan's wife is MP @stefanyshyna, member of healthcare committee in UA parliament. https://t.co/Qec2NqLT15",0.081707239151001,"dictator defeated","positive",0.190827632422511
"319",319,"Heard this from a person evacuated from another city in Chernihiv region: when russians see a woman is wearing a ring (which means she has a husband who is now in the army) she either gets beaten, raped, or killed.",-0.181197226047516,"domestic abuse","negative",0.208988934218176
"320",320,"І don't understand why West takes seriously the words of Russian negotiators that Kremlin is ending active hostilities around Kyiv, Chernihiv. Let me remind you that the agreements with Russia are not worth even the paper on which they are signed. Nothing stopped. Here Chernihiv https://t.co/XxZoy83xVD",-0.401672720909119,"unfair negotiation","negative",0.150940267000722
"321",321,"This is Andrii. 15. When he tried to escape from the Russian army in the region of Chernihiv, he lost the mother. She exploded on a mine just behind him. 

Russians agreed to release the family from occupation only because they known the road is full of mines - for fun. https://t.co/O3cYD0MISD",-0.0872043967247009,"factual content","positive",0.147153808430651
"322",322,"The British intelligence is expecting tough battles near #Kyiv soon in spite of withdrawn Russian troops. Moreover, in spite of the announcement of the RF about decreasing military activity around #Chernihiv, missiles and arterials strikes are going on. https://t.co/8G7hzuDDQm",-0.407117009162903,"person is smart","positive",0.136691473685402
"323",323,"Husband of Holos MP was killed yesterday near #Chernihiv. He was trying to get people out. I have no words.",-0.686127483844757,"bad politician","negative",0.163247845929764
"324",324,"Good morning. 🇺🇦 gains across the country (see gif). 🇷🇺 continues to bombard Ukraine. Immediately after  🇹🇷 talks 🇷🇺 attacked a fuel depot in Western 🇺🇦. There were multiple night missile attacks across 🇺🇦. Limited 🇷🇺 retreat north of Kyiv. Chernihiv residents can’t even evacuate https://t.co/1Jf0aQlIlU",0.170448303222656,"greenhouse gasses","negative",0.218578986377147
"325",325,"🇷🇺 occupiers fired on a column of volunteers from five buses near #Chernihiv yesterday.  Volunteers broke into the occupied territories to evacuate people.
#RussianArmy https://t.co/iF561i0Fp1",-0.4476158618927,"dictator defeated","positive",0.157611593912869
"326",326,"Ukrainian army: Sloboda and Lukashevka towns of Chernihiv were recaptured from Russian forces.

This video in Sloboda.

#Ukraine #Russia #Zelensky #Putin

 https://t.co/qyGXIQI0vT",-0.0187975168228149,"dictator defeated","positive",0.135226352698646
"327",327,"Near Chernihiv, five buses came under enemy fire as they tried to enter the besieged city to evacuate people. Only civilian volunteers were on the bus.
As a result of the shelling, one was killed and four were wounded,  reports Lyudmyla Denisova, ombudswoman. #RussianWarCrimes",-0.230999946594238,"humanitarian","positive",0.181452285653841
"328",328,"Putin has not abandoned the goal of destroying Ukraine. He gave the order to destroy cities, as he does with Mariupol. Now the same is happening with Chernihiv. Encirclement, bombing, total humanitarian catastrophe. Cities are completely blocked, without food, light, medicines.",-0.602622240781784,"dictator defeated","positive",0.266550510207577
